Year,Age,Gender,Educational Attainment,Personal Income,Population Count
01/01/2011 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$5,000 to $9,999",28190
01/01/2011 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$10,000 to $14,999",47668
01/01/2011 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$15,000 to $24,999",106705
01/01/2011 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$25,000 to $34,999",92725
01/01/2011 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$35,000 to $49,999",87337
01/01/2011 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$50,000 to $74,999",148745
01/01/2011 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$75,000 and over",175775
01/01/2011 12:00:00 AM,65 to 80+,Female,No high school diploma,No Income,77617
01/01/2011 12:00:00 AM,65 to 80+,Female,No high school diploma,"$5,000 to $9,999",175975
01/01/2011 12:00:00 AM,65 to 80+,Female,No high school diploma,"$10,000 to $14,999",152780
01/01/2011 12:00:00 AM,65 to 80+,Female,No high school diploma,"$15,000 to $24,999",68997
01/01/2011 12:00:00 AM,65 to 80+,Female,No high school diploma,"$25,000 to $34,999",13821
01/01/2011 12:00:00 AM,65 to 80+,Female,No high school diploma,"$35,000 to $49,999",10588
01/01/2011 12:00:00 AM,65 to 80+,Female,No high school diploma,"$50,000 to $74,999",6419
01/01/2011 12:00:00 AM,65 to 80+,Female,No high school diploma,"$75,000 and over",2190
01/01/2011 12:00:00 AM,65 to 80+,Female,High school or equivalent,No Income,43062
01/01/2011 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$5,000 to $9,999",140300
01/01/2011 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$10,000 to $14,999",125104
01/01/2011 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$15,000 to $24,999",148331
01/01/2011 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$25,000 to $34,999",65587
01/01/2011 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$35,000 to $49,999",52376
01/01/2011 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$50,000 to $74,999",27438
01/01/2011 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$75,000 and over",10372
01/01/2011 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree",No Income,29080
01/01/2011 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",107745
01/01/2011 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",102391
01/01/2011 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",152093
01/01/2011 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",88513
01/01/2011 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",43331
01/01/2011 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",25292
01/01/2011 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$75,000 and over",33485
01/01/2011 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,No Income,25829
01/01/2011 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$5,000 to $9,999",49166
01/01/2011 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$10,000 to $14,999",67525
01/01/2011 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$15,000 to $24,999",114697
01/01/2011 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$25,000 to $34,999",80989
01/01/2011 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$35,000 to $49,999",58285
01/01/2011 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$50,000 to $74,999",90812
01/01/2011 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$75,000 and over",75921
01/01/2012 12:00:00 AM,00 to 17,Male,Children under 15,No Income,
01/01/2012 12:00:00 AM,00 to 17,Male,No high school diploma,No Income,705113
01/01/2012 12:00:00 AM,00 to 17,Male,No high school diploma,"$5,000 to $9,999",28609
01/01/2012 12:00:00 AM,00 to 17,Male,No high school diploma,"$10,000 to $14,999",4166
01/01/2012 12:00:00 AM,00 to 17,Male,No high school diploma,"$15,000 to $24,999",9647
01/01/2012 12:00:00 AM,00 to 17,Male,No high school diploma,"$25,000 to $34,999",1104
01/01/2012 12:00:00 AM,00 to 17,Male,No high school diploma,"$35,000 to $49,999",1636
01/01/2012 12:00:00 AM,00 to 17,Male,High school or equivalent,No Income,
01/01/2012 12:00:00 AM,00 to 17,Male,"Some college, less than 4-yr degree",No Income,
01/01/2012 12:00:00 AM,00 to 17,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",3208
01/01/2012 12:00:00 AM,00 to 17,Male,Bachelor's degree or higher,No Income,1680
01/01/2012 12:00:00 AM,00 to 17,Female,Children under 15,No Income,
01/01/2012 12:00:00 AM,00 to 17,Female,No high school diploma,No Income,641084
01/01/2012 12:00:00 AM,00 to 17,Female,No high school diploma,"$5,000 to $9,999",27841
01/01/2012 12:00:00 AM,00 to 17,Female,No high school diploma,"$10,000 to $14,999",5318
01/01/2012 12:00:00 AM,00 to 17,Female,No high school diploma,"$15,000 to $24,999",2075
01/01/2012 12:00:00 AM,00 to 17,Female,No high school diploma,"$75,000 and over",1553
01/01/2012 12:00:00 AM,00 to 17,Female,High school or equivalent,No Income,6291
01/01/2012 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree",No Income,4102
01/01/2012 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",1871
01/01/2012 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",2046
01/01/2012 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",1198
01/01/2012 12:00:00 AM,00 to 17,Female,Bachelor's degree or higher,No Income,
01/01/2012 12:00:00 AM,00 to 17,Female,Bachelor's degree or higher,"$25,000 to $34,999",1198
01/01/2012 12:00:00 AM,18 to 64,Male,No high school diploma,No Income,357363
01/01/2012 12:00:00 AM,18 to 64,Male,No high school diploma,"$5,000 to $9,999",234399
01/01/2012 12:00:00 AM,18 to 64,Male,No high school diploma,"$10,000 to $14,999",296619
01/01/2012 12:00:00 AM,18 to 64,Male,No high school diploma,"$15,000 to $24,999",478466
01/01/2012 12:00:00 AM,18 to 64,Male,No high school diploma,"$25,000 to $34,999",285220
01/01/2012 12:00:00 AM,18 to 64,Male,No high school diploma,"$35,000 to $49,999",220388
01/01/2012 12:00:00 AM,18 to 64,Male,No high school diploma,"$50,000 to $74,999",85944
01/01/2012 12:00:00 AM,18 to 64,Male,No high school diploma,"$75,000 and over",37162
01/01/2012 12:00:00 AM,18 to 64,Male,High school or equivalent,No Income,453889
01/01/2012 12:00:00 AM,18 to 64,Male,High school or equivalent,"$5,000 to $9,999",223998
01/01/2012 12:00:00 AM,18 to 64,Male,High school or equivalent,"$10,000 to $14,999",291838
01/01/2012 12:00:00 AM,18 to 64,Male,High school or equivalent,"$15,000 to $24,999",533300
01/01/2012 12:00:00 AM,18 to 64,Male,High school or equivalent,"$25,000 to $34,999",403456
01/01/2012 12:00:00 AM,18 to 64,Male,High school or equivalent,"$35,000 to $49,999",430104
01/01/2012 12:00:00 AM,18 to 64,Male,High school or equivalent,"$50,000 to $74,999",387094
01/01/2012 12:00:00 AM,18 to 64,Male,High school or equivalent,"$75,000 and over",168064
01/01/2012 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree",No Income,385337
01/01/2012 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",295051
01/01/2012 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",254478
01/01/2012 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",457806
01/01/2012 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",366349
01/01/2012 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",438565
01/01/2012 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",449158
01/01/2012 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$75,000 and over",477728
01/01/2012 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,No Income,143162
01/01/2012 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$5,000 to $9,999",84310
01/01/2012 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$10,000 to $14,999",92147
01/01/2012 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$15,000 to $24,999",226292
01/01/2012 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$25,000 to $34,999",229693
01/01/2012 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$35,000 to $49,999",402570
01/01/2012 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$50,000 to $74,999",552522
01/01/2012 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$75,000 and over",1511773
01/01/2012 12:00:00 AM,18 to 64,Female,No high school diploma,No Income,719609
01/01/2012 12:00:00 AM,18 to 64,Female,No high school diploma,"$5,000 to $9,999",279793
01/01/2012 12:00:00 AM,18 to 64,Female,No high school diploma,"$10,000 to $14,999",249688
01/01/2012 12:00:00 AM,18 to 64,Female,No high school diploma,"$15,000 to $24,999",335644
01/01/2012 12:00:00 AM,18 to 64,Female,No high school diploma,"$25,000 to $34,999",98037
01/01/2012 12:00:00 AM,18 to 64,Female,No high school diploma,"$35,000 to $49,999",31925
01/01/2012 12:00:00 AM,18 to 64,Female,No high school diploma,"$50,000 to $74,999",7581
01/01/2012 12:00:00 AM,18 to 64,Female,No high school diploma,"$75,000 and over",4142
01/01/2012 12:00:00 AM,18 to 64,Female,High school or equivalent,No Income,569172
01/01/2012 12:00:00 AM,18 to 64,Female,High school or equivalent,"$5,000 to $9,999",289183
01/01/2012 12:00:00 AM,18 to 64,Female,High school or equivalent,"$10,000 to $14,999",285836
01/01/2012 12:00:00 AM,18 to 64,Female,High school or equivalent,"$15,000 to $24,999",478261
01/01/2012 12:00:00 AM,18 to 64,Female,High school or equivalent,"$25,000 to $34,999",317656
01/01/2012 12:00:00 AM,18 to 64,Female,High school or equivalent,"$35,000 to $49,999",255299
01/01/2012 12:00:00 AM,18 to 64,Female,High school or equivalent,"$50,000 to $74,999",132765
01/01/2012 12:00:00 AM,18 to 64,Female,High school or equivalent,"$75,000 and over",55907
01/01/2012 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree",No Income,544361
01/01/2012 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",375121
01/01/2012 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",364362
01/01/2012 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",609758
01/01/2012 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",456854
01/01/2012 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",471354
01/01/2012 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",340166
01/01/2012 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$75,000 and over",200267
01/01/2012 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,No Income,337101
01/01/2012 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$5,000 to $9,999",181728
01/01/2012 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$10,000 to $14,999",147701
01/01/2012 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$15,000 to $24,999",283574
01/01/2012 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$25,000 to $34,999",310527
01/01/2012 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$35,000 to $49,999",485498
01/01/2012 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$50,000 to $74,999",684421
01/01/2012 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$75,000 and over",829905
01/01/2012 12:00:00 AM,65 to 80+,Male,No high school diploma,No Income,43797
01/01/2012 12:00:00 AM,65 to 80+,Male,No high school diploma,"$5,000 to $9,999",66775
01/01/2012 12:00:00 AM,65 to 80+,Male,No high school diploma,"$10,000 to $14,999",87788
01/01/2012 12:00:00 AM,65 to 80+,Male,No high school diploma,"$15,000 to $24,999",75781
01/01/2012 12:00:00 AM,65 to 80+,Male,No high school diploma,"$25,000 to $34,999",38125
01/01/2012 12:00:00 AM,65 to 80+,Male,No high school diploma,"$35,000 to $49,999",19530
01/01/2012 12:00:00 AM,65 to 80+,Male,No high school diploma,"$50,000 to $74,999",12515
01/01/2012 12:00:00 AM,65 to 80+,Male,No high school diploma,"$75,000 and over",7813
01/01/2012 12:00:00 AM,65 to 80+,Male,High school or equivalent,No Income,
01/01/2012 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$5,000 to $9,999",34505
01/01/2012 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$10,000 to $14,999",42768
01/01/2012 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$15,000 to $24,999",122757
01/01/2012 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$25,000 to $34,999",63083
01/01/2012 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$35,000 to $49,999",62391
01/01/2012 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$50,000 to $74,999",21505
01/01/2012 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$75,000 and over",21430
01/01/2012 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree",No Income,6274
01/01/2012 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",27496
01/01/2012 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",62706
01/01/2012 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",106452
01/01/2012 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",81133
01/01/2012 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",74258
01/01/2012 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",61326
01/01/2012 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$75,000 and over",59412
01/01/2012 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,No Income,14562
01/01/2012 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$5,000 to $9,999",16823
01/01/2012 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$10,000 to $14,999",39590
01/01/2012 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$15,000 to $24,999",106794
01/01/2012 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$25,000 to $34,999",107542
01/01/2012 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$35,000 to $49,999",91063
01/01/2012 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$50,000 to $74,999",136530
01/01/2012 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$75,000 and over",207930
01/01/2012 12:00:00 AM,65 to 80+,Female,No high school diploma,No Income,78939
01/01/2012 12:00:00 AM,65 to 80+,Female,No high school diploma,"$5,000 to $9,999",171363
01/01/2012 12:00:00 AM,65 to 80+,Female,No high school diploma,"$10,000 to $14,999",128893
01/01/2012 12:00:00 AM,65 to 80+,Female,No high school diploma,"$15,000 to $24,999",93246
01/01/2012 12:00:00 AM,65 to 80+,Female,No high school diploma,"$25,000 to $34,999",8966
01/01/2012 12:00:00 AM,65 to 80+,Female,No high school diploma,"$35,000 to $49,999",9325
01/01/2012 12:00:00 AM,65 to 80+,Female,No high school diploma,"$50,000 to $74,999",9308
01/01/2012 12:00:00 AM,65 to 80+,Female,High school or equivalent,No Income,40812
01/01/2012 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$5,000 to $9,999",138731
01/01/2012 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$10,000 to $14,999",168905
01/01/2012 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$15,000 to $24,999",202994
01/01/2012 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$25,000 to $34,999",65999
01/01/2012 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$35,000 to $49,999",43410
01/01/2012 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$50,000 to $74,999",35359
01/01/2012 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$75,000 and over",26205
01/01/2012 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree",No Income,28392
01/01/2012 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",57101
01/01/2012 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",103317
01/01/2012 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",146503
01/01/2012 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",84364
01/01/2012 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",34919
01/01/2012 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",43737
01/01/2012 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$75,000 and over",23888
01/01/2012 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,No Income,11184
01/01/2012 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$5,000 to $9,999",61123
01/01/2012 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$10,000 to $14,999",71204
01/01/2012 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$15,000 to $24,999",81556
01/01/2012 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$25,000 to $34,999",68744
01/01/2012 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$35,000 to $49,999",99010
01/01/2012 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$50,000 to $74,999",75288
01/01/2012 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$75,000 and over",71088
01/01/2013 12:00:00 AM,00 to 17,Male,Children under 15,No Income,
01/01/2013 12:00:00 AM,00 to 17,Male,No high school diploma,No Income,660627
01/01/2013 12:00:00 AM,00 to 17,Male,No high school diploma,"$5,000 to $9,999",14929
01/01/2013 12:00:00 AM,00 to 17,Male,No high school diploma,"$10,000 to $14,999",4907
01/01/2013 12:00:00 AM,00 to 17,Male,No high school diploma,"$15,000 to $24,999",6336
01/01/2013 12:00:00 AM,00 to 17,Male,No high school diploma,"$25,000 to $34,999",1435
01/01/2013 12:00:00 AM,00 to 17,Male,High school or equivalent,No Income,
01/01/2013 12:00:00 AM,00 to 17,Male,High school or equivalent,"$5,000 to $9,999",1405
01/01/2013 12:00:00 AM,00 to 17,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",
01/01/2013 12:00:00 AM,00 to 17,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",2212
01/01/2013 12:00:00 AM,00 to 17,Female,Children under 15,No Income,
01/01/2013 12:00:00 AM,00 to 17,Female,No high school diploma,No Income,652219
01/01/2013 12:00:00 AM,00 to 17,Female,No high school diploma,"$5,000 to $9,999",21792
01/01/2013 12:00:00 AM,00 to 17,Female,No high school diploma,"$10,000 to $14,999",10299
01/01/2013 12:00:00 AM,00 to 17,Female,No high school diploma,"$15,000 to $24,999",5073
01/01/2013 12:00:00 AM,00 to 17,Female,High school or equivalent,No Income,8651
01/01/2013 12:00:00 AM,00 to 17,Female,High school or equivalent,"$5,000 to $9,999",8226
01/01/2013 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree",No Income,4419
01/01/2013 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",1956
01/01/2013 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",1689
01/01/2013 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",1283
01/01/2013 12:00:00 AM,00 to 17,Female,Bachelor's degree or higher,"$15,000 to $24,999",
01/01/2013 12:00:00 AM,18 to 64,Male,No high school diploma,No Income,348812
01/01/2013 12:00:00 AM,18 to 64,Male,No high school diploma,"$5,000 to $9,999",209881
01/01/2013 12:00:00 AM,18 to 64,Male,No high school diploma,"$10,000 to $14,999",248722
01/01/2013 12:00:00 AM,18 to 64,Male,No high school diploma,"$15,000 to $24,999",473160
01/01/2013 12:00:00 AM,18 to 64,Male,No high school diploma,"$25,000 to $34,999",287918
01/01/2013 12:00:00 AM,18 to 64,Male,No high school diploma,"$35,000 to $49,999",163709
01/01/2013 12:00:00 AM,18 to 64,Male,No high school diploma,"$50,000 to $74,999",86281
01/01/2013 12:00:00 AM,18 to 64,Male,No high school diploma,"$75,000 and over",30760
01/01/2013 12:00:00 AM,18 to 64,Male,High school or equivalent,No Income,372961
01/01/2013 12:00:00 AM,18 to 64,Male,High school or equivalent,"$5,000 to $9,999",184943
01/01/2013 12:00:00 AM,18 to 64,Male,High school or equivalent,"$10,000 to $14,999",258773
01/01/2013 12:00:00 AM,18 to 64,Male,High school or equivalent,"$15,000 to $24,999",425530
01/01/2013 12:00:00 AM,18 to 64,Male,High school or equivalent,"$25,000 to $34,999",438925
01/01/2013 12:00:00 AM,18 to 64,Male,High school or equivalent,"$35,000 to $49,999",456199
01/01/2013 12:00:00 AM,18 to 64,Male,High school or equivalent,"$50,000 to $74,999",334524
01/01/2013 12:00:00 AM,18 to 64,Male,High school or equivalent,"$75,000 and over",235147
01/01/2013 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree",No Income,356010
01/01/2013 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",258589
01/01/2013 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",287720
01/01/2013 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",502982
01/01/2013 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",432793
01/01/2013 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",473400
01/01/2013 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",449846
01/01/2013 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$75,000 and over",490899
01/01/2013 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,No Income,138459
01/01/2013 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$5,000 to $9,999",67986
01/01/2013 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$10,000 to $14,999",125136
01/01/2013 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$15,000 to $24,999",252257
01/01/2013 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$25,000 to $34,999",282909
01/01/2013 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$35,000 to $49,999",405494
01/01/2013 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$50,000 to $74,999",599541
01/01/2013 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$75,000 and over",1643095
01/01/2013 12:00:00 AM,18 to 64,Female,No high school diploma,No Income,637445
01/01/2013 12:00:00 AM,18 to 64,Female,No high school diploma,"$5,000 to $9,999",225537
01/01/2013 12:00:00 AM,18 to 64,Female,No high school diploma,"$10,000 to $14,999",229231
01/01/2013 12:00:00 AM,18 to 64,Female,No high school diploma,"$15,000 to $24,999",284092
01/01/2013 12:00:00 AM,18 to 64,Female,No high school diploma,"$25,000 to $34,999",99143
01/01/2013 12:00:00 AM,18 to 64,Female,No high school diploma,"$35,000 to $49,999",52571
01/01/2013 12:00:00 AM,18 to 64,Female,No high school diploma,"$50,000 to $74,999",15944
01/01/2013 12:00:00 AM,18 to 64,Female,No high school diploma,"$75,000 and over",3886
01/01/2013 12:00:00 AM,18 to 64,Female,High school or equivalent,No Income,664769
01/01/2013 12:00:00 AM,18 to 64,Female,High school or equivalent,"$5,000 to $9,999",245728
01/01/2013 12:00:00 AM,18 to 64,Female,High school or equivalent,"$10,000 to $14,999",265604
01/01/2013 12:00:00 AM,18 to 64,Female,High school or equivalent,"$15,000 to $24,999",466935
01/01/2013 12:00:00 AM,18 to 64,Female,High school or equivalent,"$25,000 to $34,999",293672
01/01/2013 12:00:00 AM,18 to 64,Female,High school or equivalent,"$35,000 to $49,999",238689
01/01/2013 12:00:00 AM,18 to 64,Female,High school or equivalent,"$50,000 to $74,999",134465
01/01/2013 12:00:00 AM,18 to 64,Female,High school or equivalent,"$75,000 and over",61381
01/01/2013 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree",No Income,531822
01/01/2013 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",380107
01/01/2013 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",384072
01/01/2013 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",617513
01/01/2013 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",453189
01/01/2013 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",497833
01/01/2013 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",399381
01/01/2013 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$75,000 and over",200690
01/01/2013 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,No Income,325064
01/01/2013 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$5,000 to $9,999",199405
01/01/2013 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$10,000 to $14,999",160795
01/01/2013 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$15,000 to $24,999",350595
01/01/2013 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$25,000 to $34,999",340393
01/01/2013 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$35,000 to $49,999",510047
01/01/2013 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$50,000 to $74,999",675331
01/01/2013 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$75,000 and over",917079
01/01/2013 12:00:00 AM,65 to 80+,Male,No high school diploma,No Income,32602
01/01/2013 12:00:00 AM,65 to 80+,Male,No high school diploma,"$5,000 to $9,999",75138
01/01/2013 12:00:00 AM,65 to 80+,Male,No high school diploma,"$10,000 to $14,999",102504
01/01/2013 12:00:00 AM,65 to 80+,Male,No high school diploma,"$15,000 to $24,999",59541
01/01/2013 12:00:00 AM,65 to 80+,Male,No high school diploma,"$25,000 to $34,999",23400
01/01/2013 12:00:00 AM,65 to 80+,Male,No high school diploma,"$35,000 to $49,999",21275
01/01/2013 12:00:00 AM,65 to 80+,Male,No high school diploma,"$50,000 to $74,999",24001
01/01/2013 12:00:00 AM,65 to 80+,Male,High school or equivalent,No Income,13764
01/01/2013 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$5,000 to $9,999",41378
01/01/2013 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$10,000 to $14,999",53241
